Season,City,Year,Sport,Event,Name,NOC
Summer,Tokyo,2020,Swimming,100 m backstroke M,Pieter Coetze,RSA
Summer,Tokyo,2020,Swimming,100 m backstroke M,Markus Thormeyer,CAN
Summer,Tokyo,2020,Swimming,100 m backstroke M,Cole Pratt,CAN
Summer,Tokyo,2020,Swimming,100 m backstroke M,Richard Bohus,HUN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Kaylee McKeown,AUS
Summer,Tokyo,2020,Swimming,200 m backstroke W,Kylie Masse,CAN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Emily Seebohm,AUS
Summer,Tokyo,2020,Swimming,200 m backstroke W,Rhyan White,USA
Summer,Tokyo,2020,Swimming,200 m backstroke W,Phoebe Bacon,USA
Summer,Tokyo,2020,Swimming,200 m backstroke W,Taylor Madison Ruck,CAN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Peng Xuwei,CHN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Liu Yaxin,CHN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Margherita Panziera,ITA
Summer,Tokyo,2020,Swimming,200 m backstroke W,Lena Grabowski,AUT
Summer,Tokyo,2020,Swimming,200 m backstroke W,Africa Zamorano Sanz,ESP
Summer,Tokyo,2020,Swimming,200 m backstroke W,Sharon van Rouwendaal,NED
Summer,Tokyo,2020,Swimming,200 m backstroke W,Katalin Burian,HUN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Tatiana Salcutan,MDA
Summer,Tokyo,2020,Swimming,200 m backstroke W,Laura Bernat,POL
Summer,Tokyo,2020,Swimming,200 m backstroke W,Aviv Barzelay,ISR
Summer,Tokyo,2020,Swimming,200 m backstroke W,Ingeborg Løyning,NOR
Summer,Tokyo,2020,Swimming,200 m backstroke W,Celina Marquez,ESA
Summer,Tokyo,2020,Swimming,200 m backstroke W,Felicity Passon,SEY
Summer,Tokyo,2020,Swimming,200 m backstroke W,Lee Eunji,KOR
Summer,Tokyo,2020,Swimming,200 m backstroke W,Cassie Wild,GBR
Summer,Tokyo,2020,Swimming,200 m backstroke W,Krystal Lara,DOM
Summer,Tokyo,2020,Swimming,200 m backstroke W,Daryna Zevina,UKR
Summer,Tokyo,2020,Swimming,200 m backstroke W,Katinka Hosszu,HUN
Summer,Tokyo,2020,Swimming,200 m backstroke W,Daria Ustinova,ROC
Summer,Tokyo,2020,Swimming,200 m backstroke W,Simona Kubova,CZE
Summer,Tokyo,2020,Swimming,200 m backstroke W,Ali Galyer,NZL
Summer,Tokyo,2020,Swimming,200 m backstroke M,Yevgeny Rylov,ROC
Summer,Tokyo,2020,Swimming,200 m backstroke M,Ryan Murphy,USA
Summer,Tokyo,2020,Swimming,200 m backstroke M,Luke Greenbank,GBR
Summer,Tokyo,2020,Swimming,200 m backstroke M,Bryce Mefford,USA
Summer,Tokyo,2020,Swimming,200 m backstroke M,Adam Telegdy,HUN
Summer,Tokyo,2020,Swimming,200 m backstroke M,Radoslaw Kawecki,POL
Summer,Tokyo,2020,Swimming,200 m backstroke M,Ryosuke Irie,JPN
Summer,Tokyo,2020,Swimming,200 m backstroke M,Nicolas Garcia Saiz,ESP
Summer,Tokyo,2020,Swimming,200 m backstroke M,Yohann Ndoye-Brouard,FRA
Summer,Tokyo,2020,Swimming,200 m backstroke M,Tristan Hollard,AUS
Summer,Tokyo,2020,Swimming,200 m backstroke M,Lee Juho,KOR
Summer,Tokyo,2020,Swimming,200 m backstroke M,Brodie Williams,GBR
Summer,Tokyo,2020,Swimming,200 m backstroke M,Grigory Tarasevich,ROC
Summer,Tokyo,2020,Swimming,200 m backstroke M,Roman Mityukov,SUI
Summer,Tokyo,2020,Swimming,200 m backstroke M,Keita Sunama,JPN
Summer,Tokyo,2020,Swimming,200 m backstroke M,Markus Thormeyer,CAN
Summer,Tokyo,2020,Swimming,200 m backstroke M,Martin Binedell,RSA
Summer,Tokyo,2020,Swimming,200 m backstroke M,Robert Glinta,ROU
Summer,Tokyo,2020,Swimming,200 m backstroke M,Yakov Toumarkin,ISR
Summer,Tokyo,2020,Swimming,200 m backstroke M,Merdan Atayev,TKM
Summer,Tokyo,2020,Swimming,200 m backstroke M,Berke Saka,TUR
Summer,Tokyo,2020,Swimming,200 m backstroke M,Kaloyan Levterov,BUL
Summer,Tokyo,2020,Swimming,200 m backstroke M,Xu Jiayu,CHN
Summer,Tokyo,2020,Swimming,200 m backstroke M,Matteo Restivo,ITA
Summer,Tokyo,2020,Swimming,200 m backstroke M,Francisco Rogerio Santos,POR
Summer,Tokyo,2020,Swimming,200 m backstroke M,Mewen Tomac,FRA
Summer,Tokyo,2020,Swimming,200 m backstroke M,Jakub Skierka,POL
Summer,Tokyo,2020,Swimming,200 m backstroke M,Jan Cejka,CZE
Summer,Tokyo,2020,Swimming,200 m backstroke M,Christian Diener,GER
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Lydia Jacoby,USA
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Tatjana Schoenmaker,RSA
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Lillia King,USA
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Evgeniia Chikunova,ROC
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Yulia Efimova,ROC
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Sophie Hansson,SWE
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Martina Carraro,ITA
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Mona McSharry,IRL
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Chelsea Hodges,AUS
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Tang Qianting,CHN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Anna Charlott Elendt,GER
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Eneli Jefimova,EST
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Sarah Vasey,GBR
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Ida Hulkko,FIN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Kotryna Teterevkova,LTU
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Lisa Mamie,SUI
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Emilie Faith Grand Pierre,HAI
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Darya Semyonova,TKM
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Jayla Pina,CPV
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Taeyanna Adams,FSM
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Nooran Ba Matraf,YEM
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Aishath Sajina,MDV
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Mariama Toure,GUI
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Andrea Podmanikova,SVK
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Jinq Phee En,MAS
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Tilali Scanlan,ASA
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Ema Rajic,CRO
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Emily Santos Silva,PAN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Kirsten Fisher-Marsters,COK
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Alicia Kok Shun,MRI
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Claudia Verdino,MON
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Alia Atkinson,JAM
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Tes Schouten,NED
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Fanny Lecluyse,BEL
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Byanca Rodriguez Villanueva,MEX
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Julia Sebastian,ARG
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Diana Petkova,BUL
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Kanako Watanabe,JPN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Reona Aoki,JPN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Jessica Hansen,AUS
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Alina Zmushka,BLR
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Kelsey Wog,CAN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Benedetta Pilato,ITA
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Jessica Vall Montero,ESP
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Anastasia Gorbenko,ISR
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Kierra Smith,CAN
Summer,Tokyo,2020,Swimming,100 m breaststroke W,Emelie Fast,SWE
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Adam Peaty,GBR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Arno Kamminga,NED
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Nicolo Martinenghi,ITA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Michael Andrew,USA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,James Wilby,GBR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Yan Zibei,CHN
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Andrew Wilson,USA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Ilya Shymanovich,BLR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Fabian Schwingenschlogl,GER
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Kirill Prigoda,ROC
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Felipe Lima,BRA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Ryuya Mura,JPN
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Federico Poggio,ITA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Lucas Joachim Matzerath,GER
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Andrius Sidlauskas,LTU
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Anton Chupkov,ROC
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Micah Masei,ASA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Muhammad Isa Ahmad,BRU
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Amini Fonua,TGA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Jeremy Desplanches,SUI
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Amro Al-Wir,JOR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Adriel Sanes,ISV
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Julio Horrego,HON
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Sebastien Kouma,MLI
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Abobakr Abass,SUD
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Matti Mattsson,FIN
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Bernhard Reitshammer,AUT
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Jorge Murillo Valdes,COL
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Lyubomir Epitropov,BUL
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Andre Klippenberg Grindheim,NOR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Gabe Mastromatteo,CAN
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Josue Dominguez Ramos,DOM
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Izaak Bastian,BAH
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Cho Sungjae,KOR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Izaac Stubblety-Cook,AUS
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Denis Petrashov,KGZ
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Darragh Greene,IRL
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Theo Bussiere,FRA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Caio Pumputis,BRA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Giedrius Titenis,LTU
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Michael Houlie,RSA
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Dmitriy Balandin,KAZ
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Caspar Corbeau,NED
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Tobias Bjerg,DEN
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Berkay Ogretir,TUR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Matthew Wilson,AUS
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Caba Siladi,SRB
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Huseyin Sakci,TUR
Summer,Tokyo,2020,Swimming,100 m breaststroke M,Shoma Sato,JPN
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Tatjana Schoenmaker,RSA
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Lillia King,USA
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Annie Lazor,USA
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Evgeniia Chikunova,ROC
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Kaylene Corbett,RSA
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Molly Renshaw,GBR
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Abbie Wood,GBR
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Fanny Lecluyse,BEL
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Sophie Hansson,SWE
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Yu Jingyao,CHN
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Jessica Vall Montero,ESP
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Lisa Mamie,SUI
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Kelsey Wog,CAN
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Jenna Strauch,AUS
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Mariia Temnikova,ROC
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Francesca Fangio,ITA
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Kristyna Horska,CZE
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Mona McSharry,IRL
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Kotryna Teterevkova,LTU
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Byanca Rodriguez Villanueva,MEX
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Eszter Bekesi,HUN
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Eneli Jefimova,EST
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Andrea Podmanikova,SVK
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Jinq Phee En,MAS
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Anastasia Gorbenko,ISR
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Kanako Watanabe,JPN
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Marina Garcia Urzainqui,ESP
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Alina Zmushka,BLR
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Julia Sebastian,ARG
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Sydney Pickrem,CAN
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Abbey Harkin,AUS
Summer,Tokyo,2020,Swimming,200 m breaststroke W,Martina Carraro,ITA
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Izaac Stubblety-Cook,AUS
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Arno Kamminga,NED
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Matti Mattsson,FIN
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Anton Chupkov,ROC
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Nicolas Fink,USA
Summer,Tokyo,2020,Swimming,200 m breaststroke M,James Wilby,GBR
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Ryuya Mura,JPN
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Erik Persson,SWE
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Ross Murdoch,GBR
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Antoine Viquerat,FRA
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Matthew Wilson,AUS
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Lyubomir Epitropov,BUL
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Kirill Prigoda,ROC
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Shoma Sato,JPN
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Dmitriy Balandin,KAZ
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Andrius Sidlauskas,LTU
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Bernhard Tyler Christianson,PAN
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Ryan Maskelyne,PNG
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Josue Dominguez Ramos,DOM
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Taichi Vakasama,FIJ
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Izaak Bastian,BAH
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Julio Horrego,HON
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Arnoldo Herrera,CRC
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Abdulaziz Al-Obaidly,QAT
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Denis Petrashov,KGZ
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Anton Sveinn McKee,ISL
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Martin Allikvee,EST
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Amro Al-Wir,JOR
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Ron Polonsky,ISR
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Jorge Murillo Valdes,COL
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Daniils Bobrovs,LAT
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Adriel Sanes,ISV
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Cho Sungjae,KOR
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Marco Koch,GER
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Christopher Rothbauer,AUT
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Andrew Wilson,USA
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Caspar Corbeau,NED
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Berkay Ogretir,TUR
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Darragh Greene,IRL
Summer,Tokyo,2020,Swimming,200 m breaststroke M,Qin Haiyang,CHN
Summer,Tokyo,2020,Swimming,100 m butterfly W,Margaret MacNeil,CAN
Summer,Tokyo,2020,Swimming,100 m butterfly W,Zhang Yufei,CHN
Summer,Tokyo,2020,Swimming,100 m butterfly W,Emma McKeon,AUS
Summer,Tokyo,2020,Swimming,100 m butterfly W,Torri Huske,USA
Summer,Tokyo,2020,Swimming,100 m butterfly W,Louise Hansson,SWE
Summer,Tokyo,2020,Swimming,100 m butterfly W,Marie Wattel,FRA
Summer,Tokyo,2020,Swimming,100 m butterfly W,Sarah Sjöström,SWE
Summer,Tokyo,2020,Swimming,100 m butterfly W,Anastasiya Shkurdai,BLR
Summer,Tokyo,2020,Swimming,100 m butterfly W,Claire Curzan,USA
Summer,Tokyo,2020,Swimming,100 m butterfly W,Brianna Throssell,AUS
Summer,Tokyo,2020,Swimming,100 m butterfly W,Arina Surkova,ROC
Summer,Tokyo,2020,Swimming,100 m butterfly W,Ilaria Bianchi,ITA
Summer,Tokyo,2020,Swimming,100 m butterfly W,Anna Ntountounaki,GRE
Summer,Tokyo,2020,Swimming,100 m butterfly W,Svetlana Chimrova,ROC
Summer,Tokyo,2020,Swimming,100 m butterfly W,Elena Di Liddo,ITA
Summer,Tokyo,2020,Swimming,100 m butterfly W,Katerine Savard,CAN
Summer,Tokyo,2020,Swimming,100 m butterfly W,Mariam Sheikh Alizadeh,AZE
Summer,Tokyo,2020,Swimming,100 m butterfly W,Aniqah Gaffoor,SRI
Summer,Tokyo,2020,Swimming,100 m butterfly W,Yusra Mardini,ROT
Summer,Tokyo,2020,Swimming,100 m butterfly W,Ellen Walshe,IRL
Summer,Tokyo,2020,Swimming,100 m butterfly W,Remedy Rule,PHI
Summer,Tokyo,2020,Swimming,100 m butterfly W,Dalma Sebestyen,HUN
Summer,Tokyo,2020,Swimming,100 m butterfly W,Luana Alonso,PAR
Summer,Tokyo,2020,Swimming,100 m butterfly W,Jeserik Pinto,VEN
Summer,Tokyo,2020,Swimming,100 m butterfly W,Miriam Sheehan,PUR
Summer,Tokyo,2020,Swimming,100 m butterfly W,Maria Ugolkova,SUI
Summer,Tokyo,2020,Swimming,100 m butterfly W,Lana Pudar,BIH
Summer,Tokyo,2020,Swimming,100 m butterfly W,Erin Gallagher,RSA
Summer,Tokyo,2020,Swimming,100 m butterfly W,Anastasia Gorbenko,ISR
Summer,Tokyo,2020,Swimming,100 m butterfly W,Farida Osman,EGY
Summer,Tokyo,2020,Swimming,100 m butterfly W,Harriet Jones,GBR
Summer,Tokyo,2020,Swimming,100 m butterfly W,Emilie Beckmann,DEN
Summer,Tokyo,2020,Swimming,100 m butterfly W,An Se-hyeon,KOR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Caeleb Dressel,USA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Kristof Milak,HUN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Noe Ponti,SUI
Summer,Tokyo,2020,Swimming,100 m butterfly M,Andrei Minakov,ROC
Summer,Tokyo,2020,Swimming,100 m butterfly M,Matthew Temple,AUS
Summer,Tokyo,2020,Swimming,100 m butterfly M,Jakub Majerski,POL
Summer,Tokyo,2020,Swimming,100 m butterfly M,Luis Martinez,GUA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Josif Miladinov,BUL
Summer,Tokyo,2020,Swimming,100 m butterfly M,Mehdy Metella,FRA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Naoki Mizunuma,JPN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Sun Jiajun,CHN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Youssef Ramadan,EGY
Summer,Tokyo,2020,Swimming,100 m butterfly M,Joshua Liendo Edwards,CAN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Nyls Korstanje,NED
Summer,Tokyo,2020,Swimming,100 m butterfly M,Szebasztian Szabo,HUN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Tom Shields,USA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Salvador Gordo,ANG
Summer,Tokyo,2020,Swimming,100 m butterfly M,Yousif Bu-Arish,KSA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Abdulla Ahmed Ali Yusuf,BRN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Abeku Jackson,GHA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Sajan Prakash Prakash,IND
Summer,Tokyo,2020,Swimming,100 m butterfly M,Moon Seungwoo,KOR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Abbas Qali,KUW
Summer,Tokyo,2020,Swimming,100 m butterfly M,Steven Aimable,SEN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Navaphat Wongcharoen,THA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Benjamin Hockin,GBR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Davidson Vincent,HAI
Summer,Tokyo,2020,Swimming,100 m butterfly M,Tomoe Hvas,NOR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Dylan Carter,TTO
Summer,Tokyo,2020,Swimming,100 m butterfly M,Wang Kuan-Hung,TPE
Summer,Tokyo,2020,Swimming,100 m butterfly M,Shane Ryan,IRL
Summer,Tokyo,2020,Swimming,100 m butterfly M,Nikola Miljenic,CRO
Summer,Tokyo,2020,Swimming,100 m butterfly M,Kregor Zirk,EST
Summer,Tokyo,2020,Swimming,100 m butterfly M,Daniel Martin,ROU
Summer,Tokyo,2020,Swimming,100 m butterfly M,Ihor Troianovskyi,UKR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Santiago Grassi,ARG
Summer,Tokyo,2020,Swimming,100 m butterfly M,Louis Croenen,BEL
Summer,Tokyo,2020,Swimming,100 m butterfly M,Antani Ivanov,BUL
Summer,Tokyo,2020,Swimming,100 m butterfly M,Zheng Wen Quah,SIN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Umit Can Gures,TUR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Jan Sefl,CZE
Summer,Tokyo,2020,Swimming,100 m butterfly M,Matheus Gonche,BRA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Gal Cohen Groumi,ISR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Tomer Frankel,ISR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Matthew Sates,RSA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Simon Bucher,AUT
Summer,Tokyo,2020,Swimming,100 m butterfly M,Yauhen Tsurkin,BLR
Summer,Tokyo,2020,Swimming,100 m butterfly M,Joseph Schooling,SIN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Federico Burdisso,ITA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Chad le Clos,RSA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Pawel Korzeniowski,POL
Summer,Tokyo,2020,Swimming,100 m butterfly M,Santo Condorelli,CAN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Takeshi Kawamoto,JPN
Summer,Tokyo,2020,Swimming,100 m butterfly M,Marius Kusch,GER
Summer,Tokyo,2020,Swimming,100 m butterfly M,Vinicius Lanza,BRA
Summer,Tokyo,2020,Swimming,100 m butterfly M,Mikhail Vekovishchev,ROC
Summer,Tokyo,2020,Swimming,100 m butterfly M,Jacob Thomas Peters,GBR
Summer,Tokyo,2020,Swimming,100 m butterfly M,David Morgan,AUS
Summer,Tokyo,2020,Swimming,100 m butterfly M,James Guy,GBR
Summer,Tokyo,2020,Swimming,200 m butterfly W,Zhang Yufei,CHN
Summer,Tokyo,2020,Swimming,200 m butterfly W,Regan Smith,USA
Summer,Tokyo,2020,Swimming,200 m butterfly W,Hali Flickinger,USA
Summer,Tokyo,2020,Swimming,200 m butterfly W,Boglarka Kapas,HUN
Summer,Tokyo,2020,Swimming,200 m butterfly W,Svetlana Chimrova,ROC
Summer,Tokyo,2020,Swimming,200 m butterfly W,Yu Liyan,CHN
Summer,Tokyo,2020,Swimming,200 m butterfly W,Alys Margaret Thomas,GBR
Summer,Tokyo,2020,Swimming,200 m butterfly W,Brianna Throssell,AUS
Summer,Tokyo,2020,Swimming,200 m butterfly W,Ana Monteiro,POR
Summer,Tokyo,2020,Swimming,200 m butterfly W,Helena Rosendahl Bach,DEN
Summer,Tokyo,2020,Swimming,200 m butterfly W,Defne Tacyildiz,TUR
Summer,Tokyo,2020,Swimming,200 m butterfly W,Julimar Avila Mancia,HON
Summer,Tokyo,2020,Swimming,200 m butterfly W,Suzuka Hasegawa,JPN
Summer,Tokyo,2020,Swimming,200 m butterfly W,Laura Stephens,GBR
Summer,Tokyo,2020,Swimming,200 m butterfly W,Franziska Hentke,GER
Summer,Tokyo,2020,Swimming,200 m butterfly W,Remedy Rule,PHI
Summer,Tokyo,2020,Swimming,200 m butterfly W,Katinka Hosszu,HUN
Summer,Tokyo,2020,Swimming,200 m butterfly M,Kristof Milak,HUN
Summer,Tokyo,2020,Swimming,200 m butterfly M,Tomoru Honda,JPN
Summer,Tokyo,2020,Swimming,200 m butterfly M,Federico Burdisso,ITA
